,file_name,face_pt1_x_pos,face_pt1_y_pos,face_pt2_x_pos,face_pt2_y_pos,left_eye_pt1_x_pos,left_eye_pt1_y_pos,left_eye_pt2_x_pos,left_eye_pt2_y_pos,right_eye_pt1_x_pos,right_eye_pt1_y_pos,right_eye_pt2_x_pos,right_eye_pt2_y_pos,left_eye_horizontal,left_eye_vertical,right_eye_horizontal,right_eye_vertical,face_detection,left_eye_close,right_eye_close,result_close,face_confidence,target_face_pt1_x_pos,target_face_pt1_y_pos,target_face_pt2_x_pos,target_face_pt2_y_pos,target_left_eye_pt1_x_pos,target_left_eye_pt1_y_pos,target_left_eye_pt2_x_pos,target_left_eye_pt2_y_pos,target_right_eye_pt1_x_pos,target_right_eye_pt1_y_pos,target_right_eye_pt2_x_pos,target_right_eye_pt2_y_pos,exist_mask,exist_glasses,face_visible,left_eye_visible,left_eye_opened,right_eye_visible,right_eye_opened
0,R_332_50_M_01_M0_G1_C0_11.jpg,153,560,476,1088,262,669,283,695,318,662,360,695,32.20248438,2.828427125,41.40048309,3.605551275,1,1,1,1,810,152.68,684.1,493.09,1082.99,194.57,765.68,251.57,789.19,337.06,749.65,402.25,773.16,0,1,1,1,1,1,1
0,R_332_50_M_01_M0_G1_C0_12.jpg,135,579,468,1097,308,652,342,675,348,662,365,685,37.44329045,9.486832981,28.01785145,3.16227766,1,0,1,0,667,138.77,686.19,479.79,1093.08,171.99,777.58,234.33,802.16,314.83,752.64,376.46,777.58,0,1,1,1,1,1,1
0,R_332_50_M_01_M0_G1_C0_13.jpg,148,575,475,1103,308,675,334,695,308,681,346,701,32.80243893,3.16227766,42.05948169,3.605551275,1,1,1,1,765,145.9,692.38,491.6,1100.87,188.34,778.18,248.19,804.25,328.98,759.37,393.11,784.6,0,1,1,1,1,1,1
0,R_332_50_M_01_M0_G1_C0_14.jpg,150,575,467,1083,291,679,314,702,324,671,368,693,25.94224354,7.280109889,49.1934955,5,1,0,1,0,777,152.93,686.69,492.72,1083.11,186.5,772.36,248.06,798.01,329.71,750.13,396.4,775.8,0,1,1,1,1,1,1
0,R_332_50_M_01_M0_G1_C0_15.jpg,152,561,480,1093,308,686,349,711,321,688,361,711,48.02082881,2.828427125,38.60051813,4.242640687,1,1,1,1,800,153.73,690.75,498.45,1086.56,197.28,774.59,258.41,796.82,337.49,756.21,401.18,780.14,0,1,1,1,1,1,1
0,R_332_50_M_01_M0_G1_C0_16.jpg,140,578,471,1122,312,662,338,681,317,652,350,684,32.20248438,11.70469991,40.60788101,2.236067977,1,0,1,0,750,146.65,692.72,491.37,1114.38,182.36,777.92,243.06,798.44,324.28,755.26,395.24,777.49,0,1,1,1,1,1,1
0,R_332_50_M_01_M0_G1_C0_17.jpg,145,582,471,1094,329,672,355,708,313,686,371,717,42.19004622,11.70469991,65.76473219,4.472135955,1,0,1,0,732,150.16,693.4,486.87,1091.05,184.88,779.5,239.17,801.73,326.8,761.12,387.08,783.35,0,1,1,1,1,1,1
0,R_332_50_M_01_M0_G1_C0_18.jpg,147,582,468,1099,295,671,327,693,308,674,351,696,38.83297568,7.280109889,48.3011387,3.605551275,1,0,1,0,741,144.74,696.41,490.07,1091.61,179.75,783.39,242.59,803.91,326.38,760.74,383.23,782.97,0,1,1,1,1,1,1
0,R_332_50_M_01_M0_G1_C0_19.jpg,129,560,468,1085,308,674,328,717,299,684,343,722,47.42362281,12.72792206,50.99019514,2.828427125,1,0,1,0,675,144.43,691.73,480.53,1087.54,172.66,780.27,230.36,801.65,314.58,756.33,377.42,779.42,0,1,1,1,1,1,1
0,R_332_50_M_01_M0_G1_C0_20.jpg,154,572,472,1085,297,661,357,685,329,668,359,697,64.62197769,6.08276253,29.83286778,3.16227766,1,1,1,1,790,156.74,690.2,489.77,1079.85,193.64,771.08,251.78,793.74,337.7,752.27,399.26,774.5,0,1,1,1,1,1,1
0,R_332_50_M_02_M0_G1_C0_01.jpg,151,565,480,1089,305,666,351,692,329,672,374,696,52.83937925,6.08276253,51,6.708203932,1,1,0,0,808,158.78,694.69,496.11,1085.58,196.46,775.51,254.52,795.82,340.73,759.48,402,781.21,0,1,1,1,1,1,1
0,R_332_50_M_02_M0_G1_C0_02.jpg,152,566,480,1088,319,665,351,710,329,682,378,709,48.10405388,7.071067812,55.94640292,6.708203932,1,0,1,0,810,159.1,693.26,500.23,1083.64,197.38,775.76,251.89,797.85,342.01,759.38,401.15,783.24,0,1,1,1,1,1,1
0,R_332_50_M_02_M0_G1_C0_03.jpg,154,573,476,1085,297,687,317,714,329,686,366,710,33.60059523,3.605551275,42.43819035,6.403124237,1,1,0,0,804,160.19,692.47,496.91,1083.36,199.77,771.1,254.99,793.89,340.48,756.85,403.89,779.64,0,1,1,1,1,1,1
0,R_332_50_M_02_M0_G1_C0_04.jpg,159,582,477,1094,279,660,310,678,310,666,359,690,33.61547263,9.219544457,30.23243292,4.472135955,1,0,0,0,800,159.7,695.06,489.64,1090.87,199.53,770.57,262.11,793.65,339.57,758.77,407.28,781.34,0,1,1,1,1,1,1
0,R_332_50_M_02_M0_G1_C0_05.jpg,158,581,475,1094,258,695,285,716,316,678,353,709,34.20526275,6.08276253,36.89173349,4.472135955,1,0,0,0,781,160.38,693.7,494.01,1088.28,199.03,771.98,256.74,795.49,342.66,759.58,400.8,780.96,0,1,1,1,1,1,1
0,R_332_50_M_02_M0_G1_C0_06.jpg,148,564,474,1090,284,674,315,700,320,682,368,703,40.45985665,6.708203932,52.39274759,5,1,0,1,0,776,153.85,694.5,493.64,1083.54,194.53,773.66,250.11,798.24,336.67,759.41,397.23,782.57,0,1,1,1,1,1,1
0,R_332_50_M_02_M0_G1_C0_07.jpg,151,581,474,1095,301,680,325,701,317,687,359,706,31.89043744,3.605551275,45.18849411,5.385164807,1,1,1,1,766,156.07,693.4,493.4,1091.67,192.86,772.98,250.57,796.14,336.07,758.02,398.05,781.89,0,1,1,1,1,1,1
0,R_332_50_M_02_M0_G1_C0_08.jpg,146,567,474,1090,312,678,332,709,319,677,359,704,30.6757233,14.03566885,37.48332963,6.32455532,1,0,0,0,767,156.79,695.98,485.1,1087.89,195.53,781.11,249.32,804.26,334.46,767.57,395.73,787.52,0,1,1,1,1,1,1
0,R_332_50_M_02_M0_G1_C0_09.jpg,147,568,474,1090,318,682,344,707,307,681,347,709,36.06937759,4,38.20994635,6.403124237,1,1,0,0,760,159.33,696.6,494.81,1083.79,197.17,782.21,249.54,803.58,333.96,767.6,395.59,785.77,0,1,1,1,1,1,1
0,R_332_50_M_02_M0_G1_C0_10.jpg,151,567,476,1144,288,686,329,710,319,687,361,712,47.50789408,6.32455532,34.6554469,7.211102551,1,0,0,0,807,157.67,696.1,490.07,1128.85,196.76,774.07,250.63,795.45,339.54,760.82,400.67,781.34,0,1,1,1,1,1,1
0,R_332_50_M_02_M0_G1_C0_11.jpg,160,606,470,1122,316,664,372,691,332,659,358,692,58.82176468,10,32.28002478,2,1,0,1,0,818,159.88,704.48,489.21,1113.83,201.2,783.34,260.27,804.71,352,772.65,403.95,795.81,0,1,1,1,1,1,1
0,R_332_50_M_02_M0_G1_C0_12.jpg,158,604,474,1099,349,660,370,682,340,657,357,696,24.8394847,7.071067812,35.0142828,2.236067977,1,0,1,0,808,159.45,700.54,491.24,1098.19,200.59,784.1,256.88,805.12,347,771.63,404.71,791.94,0,1,1,1,1,1,1
0,R_332_50_M_02_M0_G1_C0_13.jpg,157,597,470,1099,343,660,364,683,323,661,348,699,24.69817807,10.44030651,36.68787266,1.414213562,1,0,1,0,801,155.43,702.49,495.96,1095.47,198.92,782.57,262.68,803.94,342.48,769.74,403.75,791.83,0,1,1,1,1,1,1
0,R_332_50_M_02_M0_G1_C0_14.jpg,156,594,472,1097,307,683,338,710,327,678,370,699,38.01315562,5.385164807,45.88027899,3.605551275,1,0,1,0,801,157.24,702.51,487.73,1092.16,200.27,781,256.7,802.8,345.18,766.89,405.46,790.83,0,1,1,1,1,1,1
0,R_332_50_M_02_M0_G1_C0_15.jpg,157,594,472,1095,301,665,318,682,310,643,345,683,12.16552506,7.071067812,42.3792402,2,1,0,1,0,797,158.84,699.98,487.55,1091.48,201.98,778.99,257.98,800.79,345.61,767.88,404.6,790.1,0,1,1,1,1,1,1
0,R_332_50_M_02_M0_G1_C0_16.jpg,157,587,473,1096,299,667,326,690,319,671,372,694,34.20526275,7.810249676,56.30275304,3.16227766,1,0,1,0,776,151.61,700.6,492.74,1090.46,200.87,779.24,257.57,802.1,345.14,766.18,403.92,791.12,0,1,1,1,1,1,1
0,R_332_50_M_02_M0_G1_C0_17.jpg,154,588,470,1097,299,675,322,703,322,675,366,707,36.23534186,4.242640687,54.40588203,3.605551275,1,1,1,1,781,152.93,698.44,486.57,1091.79,198.81,777.58,254.03,799.31,342.37,764.04,402.22,787.2,0,1,1,1,1,1,1
0,R_332_50_M_02_M0_G1_C0_18.jpg,154,588,474,1092,280,663,325,685,338,647,366,679,48.84669897,4.123105626,28.60069929,3.605551275,1,1,0,0,793,158.9,699.31,493.15,1085.88,201.16,772.98,257.44,793.64,347.57,762.3,405.64,786.16,0,1,1,1,1,1,1
0,R_332_50_M_02_M0_G1_C0_19.jpg,154,590,474,1098,261,695,300,713,321,684,354,712,42.95346319,11.18033989,30.46309242,5,1,0,0,0,785,160.93,697.09,490.26,1092.28,204.28,777.79,260.69,796.79,348.26,767.4,405.55,786.69,0,1,1,1,1,1,1
0,R_332_50_M_02_M0_G1_C0_20.jpg,151,586,468,1108,286,686,325,706,337,685,365,706,43.829214,3.16227766,35,5,1,1,0,0,784,147.92,696.8,485.05,1098.31,195.44,776.51,249.3,794.04,337.36,762.83,397.21,785.06,0,1,1,1,1,1,1
0,R_332_50_M_03_M0_G1_C0_01.jpg,143,588,462,1094,306,664,352,698,303,661,351,695,54.3783045,10.63014581,32.64965543,4.472135955,1,0,0,0,688,143.63,698.57,478.5,1093.76,187.41,781.39,252.56,803.48,329.15,763.22,388.68,788.52,0,1,1,1,1,1,1
0,R_332_50_M_03_M0_G1_C0_02.jpg,144,592,461,1094,295,659,315,691,302,683,346,707,37.73592453,11.40175425,50.11985634,5.830951895,1,0,1,0,704,148.28,698.85,477.61,1093.84,186.41,781.78,244.83,801.73,327.12,762.9,388.4,786.38,0,1,1,1,1,1,1
0,R_332_50_M_03_M0_G1_C0_03.jpg,149,598,460,1103,312,682,321,709,303,676,354,697,22.36067977,11.04536102,52.81098371,6.32455532,1,0,1,0,751,146.96,702.32,478.75,1097.52,183.46,788.55,237.96,810.64,326.3,766.46,385.44,795.68,0,1,1,1,1,1,1
0,R_332_50_M_03_M0_G1_C0_04.jpg,127,594,450,1106,277,656,346,678,311,664,334,687,72.42237223,10.77032961,23.40939982,2,1,0,1,0,787,130.46,700.17,465.94,1101.52,159.84,790.47,214.7,813.99,305.54,763.04,359.33,793.68,0,1,1,1,1,1,1
0,R_332_50_M_03_M0_G1_C0_05.jpg,149,586,470,1096,343,655,359,670,330,671,367,694,17.69180601,10.81665383,29.69848481,2.828427125,1,0,1,0,750,156.98,698.43,486.43,1089.19,191.59,779.42,251.44,801.22,336.08,763.6,392.51,789.25,0,1,1,1,1,1,1
0,R_332_50_M_03_M0_G1_C0_06.jpg,127,608,440,1087,289,666,329,692,275,685,315,707,47.70744177,12.64911064,31.82766093,6.403124237,1,0,0,0,798,129.04,693.58,460.22,1095.55,158.89,784.94,216.19,806.61,296.93,760.9,364.32,782.57,0,1,1,1,1,1,1
0,R_332_50_M_03_M0_G1_C0_07.jpg,125,608,444,1083,288,673,311,694,293,663,336,698,31.144823,8.246211251,54.67174773,2.236067977,1,0,1,0,822,133.72,692.72,463.05,1076.83,164.58,777.12,220.86,799.2,302.1,755.03,364.78,779.25,0,1,1,1,1,1,1
0,R_332_50_M_03_M0_G1_C0_08.jpg,126,579,453,1161,299,657,339,682,300,676,327,701,47.16990566,11.70469991,27.78488798,3.605551275,1,0,0,0,799,133.34,694.37,466.49,1155.31,163.04,776.6,221.17,798.82,300.26,757.79,370.79,782.15,0,1,1,1,1,1,1
0,R_332_50_M_03_M0_G1_C0_09.jpg,108,608,424,1105,295,674,328,696,265,671,291,698,36.40054945,9.486832981,27.89265136,5,1,0,0,0,805,110.45,698.32,444.71,1103.37,135.69,794.36,188.41,818.22,273.9,756.24,326.98,778.33,0,1,1,1,1,1,1
0,R_332_50_M_03_M0_G1_C0_10.jpg,136,599,458,1124,311,661,340,678,309,671,333,694,22.02271555,11.70469991,27.20294102,4.472135955,1,0,0,0,800,137.29,698.38,471.55,1125.59,172.16,783.17,228.8,804.55,318.22,762.19,376.28,785.34,0,1,1,1,1,1,1
0,R_332_50_M_03_M0_G1_C0_11.jpg,125,604,448,1108,268,659,320,675,263,657,293,691,54.12023651,4.472135955,34.71310992,2.236067977,1,1,1,1,815,128.06,697.64,464.77,1103.92,158.66,787.52,215.66,809.25,302.58,760.8,363.5,783.6,0,1,1,1,1,1,1
0,R_332_50_M_03_M0_G1_C0_12.jpg,129,606,453,1092,305,674,361,696,308,673,333,699,59.80802622,9.848857802,27.51363298,3,1,0,1,0,773,136.31,692.9,470.56,1091.79,168.66,778.86,232.78,800.53,311.75,754.22,372.9,779.45,0,1,1,1,1,1,1
0,R_332_50_M_03_M0_G1_C0_13.jpg,128,602,453,1086,277,679,292,699,289,676,337,692,25,3.605551275,50.59644256,2.236067977,1,0,1,0,784,132.31,689.95,467.79,1083.91,171.09,779.04,231.3,797.56,310.74,753.75,376.28,775.48,0,1,1,1,1,1,1
0,R_332_50_M_03_M0_G1_C0_14.jpg,124,596,457,1091,277,668,312,691,281,665,330,693,41.34005322,6.08276253,41.10960958,2.236067977,1,0,1,0,747,137.61,694.9,470.02,1090.41,168.45,782.45,222.78,803.23,312.73,759,371.8,782.45,0,1,1,1,1,1,1
0,R_332_50_M_03_M0_G1_C0_15.jpg,126,602,452,1108,283,646,337,672,314,653,341,693,58.30951895,10.29563014,40.79215611,1.414213562,1,0,1,0,815,133.72,697.58,466.13,1095.24,166.11,783.07,221.03,805.33,309.79,759.92,366.49,784.85,0,1,1,1,1,1,1
0,R_332_50_M_03_M0_G1_C0_16.jpg,118,603,445,1090,273,672,309,693,284,655,311,689,37.10795063,2.828427125,39.11521443,2.828427125,1,1,1,1,800,123.13,694.38,464.77,1095.12,151.36,787.77,212.99,810.21,295.99,762.12,351.56,784.92,0,1,1,1,1,1,1
0,R_332_50_M_03_M0_G1_C0_17.jpg,125,598,455,1104,289,667,306,697,285,664,332,699,31.6227766,5.385164807,57.00877125,2,1,0,1,0,804,134.71,695.06,465.88,1100.72,158.8,783.96,215.8,806.4,296.31,759.38,365.77,784.31,0,1,1,1,1,1,1
0,R_332_50_M_03_M0_G1_C0_18.jpg,132,594,463,1091,307,663,350,680,312,659,340,693,37.94733192,4.472135955,32.06243908,3.605551275,1,1,1,1,687,140.86,697.71,477.58,1088.59,174.26,782.1,235.54,803.83,317.47,758.59,376.96,783.88,0,1,1,1,1,1,1
0,R_332_50_M_03_M0_G1_C0_19.jpg,132,598,460,1095,311,668,337,702,297,673,347,702,42.80186912,11.70469991,57.80138407,3.605551275,1,0,1,0,744,141.97,698.26,473.15,1090.99,171.49,783.28,227.41,803.58,320.04,760.84,375.25,783.99,0,1,1,1,1,1,1
0,R_332_50_M_03_M0_G1_C0_20.jpg,132,595,460,1092,301,667,350,690,327,675,349,697,52.92447449,6.08276253,23.2594067,3.16227766,1,1,0,0,695,141.77,695.98,476.74,1090.46,170.52,786.09,234.32,804.41,313.56,766.98,375.6,781.85,0,1,1,1,0,1,0
0,R_332_50_M_04_M0_G1_C0_01.jpg,127,597,456,1090,291,672,336,697,283,668,321,707,51.4781507,6.08276253,39.45883931,2.236067977,1,1,1,1,744,133.66,693.89,469.76,1090.31,170.98,778.94,232.72,798.83,303.08,756.98,377.3,780.13,0,1,1,1,1,1,1
0,R_332_50_M_04_M0_G1_C0_02.jpg,127,598,456,1089,317,670,335,700,292,652,340,693,31.04834939,9.848857802,58.69412236,3,1,0,1,0,750,137.29,695.06,469.7,1087.18,169.64,779.51,230.2,798.8,309.16,757.84,374.77,778.62,0,1,1,1,1,1,1
0,R_332_50_M_04_M0_G1_C0_03.jpg,135,592,464,1120,301,658,352,674,338,656,350,681,53.45091206,10.44030651,25.07987241,4,1,0,0,0,792,140.92,689.15,475.18,1123.13,174.55,773.7,240.1,794,318.11,754.1,380.45,773.34,0,1,1,1,1,1,1
0,R_332_50_M_04_M0_G1_C0_04.jpg,140,576,459,1080,288,664,334,693,323,670,353,702,54.3783045,3.16227766,36.7151195,4.123105626,1,1,1,1,678,140.74,688.29,480.53,1076.71,176.08,772.47,236.64,795.03,316.79,750.8,383.59,772.77,0,1,1,1,1,1,1
0,R_332_50_M_04_M0_G1_C0_05.jpg,152,578,464,1079,331,674,345,702,326,662,365,685,22.8035085,2,43.829214,3,1,1,1,1,774,150.65,688.1,485.52,1079.6,187.87,769.85,247.01,793.36,327.87,750.61,393.42,775.9,0,1,1,1,1,1,1
0,R_332_50_M_04_M0_G1_C0_06.jpg,144,586,466,1098,297,680,324,709,321,678,363,706,38.94868419,4.123105626,50.47771786,5.099019514,1,1,1,1,736,146.34,698.57,480.59,1096.22,185.02,780.82,237.75,798.28,325.38,765.86,384.51,780.82,0,1,1,1,1,1,1
0,R_332_50_M_04_M0_G1_C0_07.jpg,148,579,465,1092,323,662,337,691,314,686,359,705,31.38470965,11.18033989,48.84669897,5.385164807,1,0,1,0,708,149.81,696.66,481.48,1085.21,184.31,782.42,238.81,796.32,327.87,768.17,378.46,782.42,0,1,1,1,1,1,1
0,R_332_50_M_04_M0_G1_C0_08.jpg,138,557,468,1095,345,675,359,696,293,674,343,705,21.09502311,14.14213562,47.80167361,3.605551275,1,0,1,0,687,151.39,698.26,480.1,1089.15,179.68,788.27,240.95,810.71,317.19,775.08,388.43,791.47,0,1,1,1,0,1,0
0,R_332_50_M_04_M0_G1_C0_09.jpg,144,582,462,1099,312,686,336,712,307,690,350,712,35.38361203,2.828427125,48.3011387,4.472135955,1,1,1,1,711,143.63,697.89,478.5,1093.08,174.55,788.19,235.86,807.79,320.64,774.66,391.57,791.76,0,1,1,1,0,1,0
0,R_332_50_M_04_M0_G1_C0_10.jpg,136,585,464,1093,301,659,329,694,299,688,352,706,44.82186966,12.64911064,55.6596802,5.830951895,1,0,1,0,665,144.56,698.01,479.42,1091.98,176.97,779.72,235.39,799.66,319.11,760.12,380.74,781.85,0,1,1,1,1,1,1
0,R_332_50_M_04_M0_G1_C0_11.jpg,132,562,468,1084,301,677,323,712,302,686,345,715,41.34005322,7.280109889,48.60041152,4.242640687,1,0,1,0,678,143,693.93,475.4,1087.38,178.15,778.65,235.5,801.09,315.65,759.41,383.34,785.06,0,1,1,1,1,1,1
0,R_332_50_M_04_M0_G1_C0_12.jpg,134,596,460,1091,310,649,329,685,294,680,347,703,37.94733192,11.40175425,55.97320788,3.605551275,1,0,1,0,717,141.92,699.98,473.3,1090.36,175.55,782.39,230.41,802.69,316.62,763.51,376.5,785.59,0,1,1,1,1,1,1
0,R_332_50_M_04_M0_G1_C0_13.jpg,128,605,449,1089,276,683,305,711,277,687,326,716,40.31128874,9.055385138,56.08029957,6.403124237,1,0,1,0,806,131.1,702.29,466.58,1089.59,161.59,788.68,218,812.43,304.74,762.79,360.25,784.76,0,1,1,1,1,1,1
0,R_332_50_M_04_M0_G1_C0_14.jpg,132,599,456,1089,284,671,293,695,282,683,332,704,16.55294536,6.32455532,52.49761899,2.828427125,1,0,1,0,739,142.12,697.88,473.61,1088.56,172.02,783.46,226.88,808.04,312.38,762.08,374,788.09,0,1,1,1,1,1,1
0,R_332_50_M_04_M0_G1_C0_15.jpg,135,597,460,1091,316,655,361,687,297,679,335,712,55.21775077,10.44030651,36.24913792,3.605551275,1,0,1,0,703,141.82,698.65,478.33,1092.1,175.51,783.71,233.22,806.15,320.5,763.4,377.5,786.56,0,1,1,1,1,1,1
0,R_332_50_M_04_M0_G1_C0_16.jpg,132,599,460,1101,316,654,346,668,297,659,326,689,11.70469991,10.77032961,33.10589071,3,1,0,1,0,766,138.65,704.85,477.21,1101.89,168.92,789.37,226.99,812.17,307.85,768,370.19,792.93,0,1,1,1,1,1,1
0,R_332_50_M_04_M0_G1_C0_17.jpg,132,596,459,1091,304,664,331,680,278,663,326,697,26.40075756,5.385164807,32.64965543,2.828427125,1,0,1,0,704,137.23,698.51,475.79,1092.47,171.66,787.43,224.8,807.32,313.56,763.98,370.85,786.25,0,1,1,1,1,1,1
0,R_332_50_M_04_M0_G1_C0_18.jpg,132,596,456,1087,297,676,356,704,322,682,345,703,62.62587325,4.123105626,16.55294536,2.828427125,1,1,0,0,706,144.19,698.94,472.9,1087.98,171.09,783.75,226.9,806.91,310.62,761.19,369.69,785.83,0,1,1,1,1,1,1
0,R_332_50_M_04_M0_G1_C0_19.jpg,130,595,457,1089,284,670,333,695,314,684,339,709,54.12023651,7.071067812,33.9705755,5,1,0,0,0,708,134.58,698.38,472.53,1087.42,168.16,784.32,221.29,807.77,309.46,760.27,366.75,784.02,0,1,1,1,1,1,1
0,R_332_50_M_04_M0_G1_C0_20.jpg,126,600,454,1092,297,677,339,699,295,659,322,687,43.41658669,3,27.45906044,4.123105626,1,1,0,0,797,131.81,701.77,467.91,1099.43,162.46,789.99,222.42,812.55,304.95,765.94,360.76,789.39,0,1,1,1,1,1,1
0,R_332_50_M_05_M0_G1_C0_01.jpg,135,614,458,1106,285,662,327,691,289,659,318,695,46.09772229,3.16227766,28.28427125,3.16227766,1,1,1,1,810,142.34,709.03,472.28,1097.46,176.19,794.75,234.97,815.41,317.26,780.5,379.95,798.31,0,1,1,1,1,1,1
0,R_332_50_M_05_M0_G1_C0_02.jpg,135,614,458,1106,290,667,352,697,303,668,333,690,65.1459899,3,16.2788206,4.123105626,1,1,0,0,809,137.55,708.18,469.96,1098.21,177.54,794.2,236.02,815.28,315.28,781.14,379.99,797.77,0,1,1,1,1,1,1
0,R_332_50_M_05_M0_G1_C0_03.jpg,134,606,455,1100,304,675,327,705,297,677,340,704,37.80211634,11.70469991,50.7740091,5.830951895,1,0,1,0,799,138.4,701.03,470.19,1095.61,174.57,783.55,240.77,805.5,315.14,766.02,377.48,790.1,0,1,1,1,1,1,1
0,R_332_50_M_05_M0_G1_C0_04.jpg,133,600,456,1097,322,662,347,675,292,661,326,691,12.08304597,10.44030651,32.64965543,1.414213562,1,0,1,0,768,142.33,698.5,468.07,1098.1,175.44,781.78,229.59,804.58,311.52,763.61,378.85,787.48,0,1,1,1,1,1,1
0,R_332_50_M_05_M0_G1_C0_05.jpg,132,602,456,1101,308,673,333,694,313,678,343,702,31.40063694,11.70469991,35.51056181,5,1,0,0,0,798,139.02,698.75,470.19,1096.41,173.84,781.75,230.48,802.76,319.54,763.22,374.4,787.09,0,1,1,1,1,1,1
0,R_332_50_M_05_M0_G1_C0_06.jpg,130,609,450,1102,302,665,357,700,292,672,326,711,64.66065264,10.77032961,37.64306045,4.472135955,1,0,1,0,821,139.63,701.03,465.88,1096.84,167.75,784.7,222.25,808.57,315.23,764.04,371.51,788.62,0,1,1,1,1,1,1
0,R_332_50_M_05_M0_G1_C0_07.jpg,135,600,454,1104,311,666,353,697,326,687,345,711,43.84062043,12.36931688,26.83281573,5.385164807,1,0,0,0,780,134.83,700.6,466.01,1101.33,165.54,790.58,235.71,811.95,315.16,774.51,376.04,787.73,0,1,1,1,0,1,1
0,R_332_50_M_05_M0_G1_C0_08.jpg,127,605,447,1106,267,678,303,700,293,670,321,699,38.47076812,5.385164807,36.12478374,3.16227766,1,0,1,0,797,129.84,703.49,461.02,1104.84,157.2,798.92,215.27,819.93,293.64,778.26,357.05,797.49,0,1,1,1,0,1,0
