,file_name,face_pt1_x_pos,face_pt1_y_pos,face_pt2_x_pos,face_pt2_y_pos,left_eye_pt1_x_pos,left_eye_pt1_y_pos,left_eye_pt2_x_pos,left_eye_pt2_y_pos,right_eye_pt1_x_pos,right_eye_pt1_y_pos,right_eye_pt2_x_pos,right_eye_pt2_y_pos,left_eye_horizontal,left_eye_vertical,right_eye_horizontal,right_eye_vertical,face_detection,left_eye_close,right_eye_close,result_close,face_confidence
0,R_216_60_M_02_M0_G1_C0_09.jpg,179.0,684.0,440.0,1090.0,316.0,687.0,350.0,693.0,303.0,686.0,315.0,699.0,21.587033144922902,5.830951894845301,7.0710678118654755,5.0,1,0,0,0,801
0,R_216_60_M_02_M0_G1_C0_10.jpg,320.0,677.0,602.0,1103.0,421.0,679.0,465.0,686.0,462.0,681.0,488.0,695.0,44.40720662234904,5.385164807134504,18.788294228055936,5.830951894845301,1,0,0,0,858
0,R_216_60_M_02_M0_G1_C0_11.jpg,328.0,688.0,586.0,1100.0,425.0,684.0,462.0,690.0,422.0,687.0,452.0,697.0,37.48332962798263,4.123105625617661,17.4928556845359,6.082762530298219,1,1,0,0,821
0,R_216_60_M_02_M0_G1_C0_12.jpg,57.0,706.0,324.0,1170.0,172.0,692.0,209.0,698.0,179.0,695.0,201.0,705.0,31.575306807693888,3.605551275463989,12.806248474865697,12.165525060596439,1,1,0,0,237
0,R_216_60_M_02_M0_G1_C0_13.jpg,154.0,671.0,431.0,1090.0,287.0,685.0,315.0,692.0,251.0,683.0,309.0,696.0,5.0990195135927845,5.830951894845301,59.033888572581766,6.708203932499369,1,0,1,0,836
0,R_216_60_M_02_M0_G1_C0_14.jpg,193.0,716.0,464.0,1114.0,337.0,700.0,375.0,702.0,332.0,703.0,368.0,706.0,38.05259518088089,3.605551275463989,11.180339887498949,5.0990195135927845,1,1,0,0,596
0,R_216_60_M_02_M0_G1_C0_15.jpg,176.0,694.0,430.0,1039.0,286.0,695.0,353.0,701.0,307.0,693.0,333.0,703.0,67.02984409947557,3.605551275463989,25.298221281347036,4.123105625617661,1,1,0,0,834
0,R_216_60_M_02_M0_G1_C0_16.jpg,226.0,712.0,493.0,1092.0,344.0,700.0,391.0,703.0,363.0,699.0,375.0,707.0,47.095647357266465,2.23606797749979,12.806248474865697,2.23606797749979,1,1,0,0,744
0,R_216_60_M_02_M0_G1_C0_17.jpg,166.0,680.0,436.0,1098.0,276.0,683.0,325.0,691.0,304.0,687.0,312.0,700.0,49.64876634922564,4.0,11.0,5.0990195135927845,1,1,0,0,778
0,R_216_60_M_02_M0_G1_C0_18.jpg,265.0,707.0,521.0,1095.0,380.0,697.0,445.0,701.0,383.0,700.0,394.0,709.0,65.12296062065974,3.605551275463989,14.212670403551895,2.0,1,1,0,0,826
0,R_216_60_M_02_M0_G1_C0_19.jpg,270.0,715.0,534.0,1124.0,412.0,702.0,472.0,705.0,385.0,702.0,418.0,707.0,60.03332407921454,3.605551275463989,16.492422502470642,2.23606797749979,1,1,0,0,868
0,R_216_60_M_02_M0_G1_C0_20.jpg,125.0,595.0,430.0,1061.0,221.0,673.0,269.0,702.0,266.0,666.0,300.0,694.0,56.08029957123981,3.605551275463989,39.59797974644666,7.211102550927978,1,1,0,0,836
0,R_216_60_M_03_M0_G1_C0_01.jpg,78.0,497.0,414.0,1055.0,198.0,661.0,237.0,697.0,234.0,633.0,262.0,690.0,46.861498055439924,5.0,63.50590523722971,8.06225774829855,1,1,0,0,739
0,R_216_60_M_03_M0_G1_C0_02.jpg,77.0,497.0,414.0,1056.0,190.0,679.0,229.0,707.0,195.0,615.0,287.0,684.0,43.278170016764804,3.1622776601683795,115.0,3.0,1,1,1,1,750
0,R_216_60_M_03_M0_G1_C0_03.jpg,233.0,669.0,524.0,1103.0,374.0,676.0,433.0,684.0,373.0,678.0,393.0,690.0,56.568542494923804,4.47213595499958,11.313708498984761,5.385164807134504,1,1,0,0,829
0,R_216_60_M_03_M0_G1_C0_04.jpg,180.0,651.0,463.0,1086.0,322.0,682.0,361.0,694.0,311.0,670.0,335.0,690.0,37.64306044943742,7.211102550927978,31.240998703626616,1.4142135623730951,1,0,1,0,854
0,R_216_60_M_03_M0_G1_C0_05.jpg,207.0,666.0,488.0,1089.0,357.0,684.0,394.0,690.0,327.0,682.0,365.0,699.0,37.05401462729781,5.385164807134504,29.154759474226502,3.1622776601683795,1,0,1,0,873
0,R_216_60_M_03_M0_G1_C0_06.jpg,136.0,660.0,414.0,1103.0,287.0,679.0,341.0,688.0,244.0,681.0,272.0,694.0,48.507731342539614,7.0710678118654755,11.180339887498949,4.242640687119285,1,0,0,0,866
0,R_216_60_M_03_M0_G1_C0_07.jpg,283.0,682.0,564.0,1083.0,443.0,692.0,525.0,700.0,403.0,688.0,434.0,705.0,82.05485969764375,4.47213595499958,34.438350715445125,2.0,1,1,1,1,824
0,R_216_60_M_03_M0_G1_C0_08.jpg,222.0,704.0,494.0,1122.0,343.0,692.0,387.0,696.0,354.0,696.0,371.0,705.0,36.22154055254967,3.605551275463989,9.0,6.082762530298219,1,1,0,0,795
0,R_216_60_M_03_M0_G1_C0_09.jpg,270.0,691.0,544.0,1104.0,454.0,696.0,529.0,704.0,425.0,696.0,445.0,706.0,75.16648189186454,5.0,15.620499351813308,3.0,1,1,0,0,813
0,R_216_60_M_03_M0_G1_C0_10.jpg,138.0,690.0,399.0,1087.0,284.0,685.0,328.0,694.0,282.0,692.0,293.0,706.0,44.91102314577124,4.242640687119285,12.806248474865697,3.0,1,1,0,0,868
0,R_216_60_M_03_M0_G1_C0_11.jpg,182.0,690.0,438.0,1084.0,335.0,694.0,369.0,699.0,281.0,683.0,308.0,693.0,34.132096331752024,5.0,21.587033144922902,2.8284271247461903,1,0,0,0,812
0,R_216_60_M_03_M0_G1_C0_12.jpg,180.0,695.0,429.0,1086.0,297.0,691.0,337.0,698.0,303.0,695.0,326.0,706.0,40.607881008493905,4.123105625617661,25.079872407968907,5.0,1,1,0,0,791
0,R_216_60_M_03_M0_G1_C0_13.jpg,59.0,699.0,336.0,1158.0,214.0,686.0,244.0,697.0,191.0,694.0,210.0,704.0,23.706539182259394,5.0,8.602325267042627,3.605551275463989,1,0,0,0,739
0,R_216_60_M_03_M0_G1_C0_14.jpg,239.0,721.0,502.0,1091.0,400.0,707.0,462.0,711.0,387.0,705.0,399.0,709.0,62.00806399170998,2.8284271247461903,5.0,1.0,1,1,0,0,828
0,R_216_60_M_03_M0_G1_C0_15.jpg,261.0,734.0,528.0,1114.0,431.0,710.0,468.0,712.0,398.0,711.0,408.0,713.0,37.013511046643494,3.1622776601683795,4.47213595499958,7.0,1,1,0,0,864
0,R_216_60_M_03_M0_G1_C0_16.jpg,190.0,732.0,447.0,1118.0,317.0,708.0,365.0,710.0,305.0,709.0,335.0,711.0,48.0,1.4142135623730951,18.027756377319946,1.0,1,1,1,1,863
0,R_216_60_M_03_M0_G1_C0_17.jpg,155.0,734.0,400.0,1124.0,274.0,709.0,318.0,711.0,248.0,711.0,266.0,712.0,22.0,2.8284271247461903,16.0,0.0,1,0,1,0,871
0,R_216_60_M_03_M0_G1_C0_18.jpg,233.0,734.0,494.0,1123.0,367.0,711.0,416.0,712.0,357.0,709.0,389.0,710.0,49.0,3.1622776601683795,32.01562118716424,3.0,1,1,1,1,849
0,R_216_60_M_03_M0_G1_C0_19.jpg,234.0,757.0,482.0,1129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,806
0,R_216_60_M_03_M0_G1_C0_20.jpg,130.0,674.0,428.0,1137.0,293.0,683.0,374.0,693.0,279.0,678.0,291.0,694.0,81.39410298049853,5.385164807134504,16.278820596099706,9.219544457292887,1,1,0,0,824
0,R_216_60_M_04_M1_G1_C0_01.jpg,161.0,714.0,404.0,1126.0,282.0,698.0,330.0,702.0,298.0,699.0,315.0,705.0,38.118237105091836,3.1622776601683795,13.92838827718412,2.0,1,1,0,0,686
0,R_216_60_M_04_M1_G1_C0_02.jpg,164.0,720.0,401.0,1120.0,281.0,707.0,331.0,710.0,277.0,703.0,298.0,707.0,50.00999900019995,2.8284271247461903,8.06225774829855,1.4142135623730951,1,1,0,0,701
0,R_216_60_M_04_M1_G1_C0_03.jpg,244.0,714.0,507.0,1112.0,394.0,705.0,480.0,713.0,377.0,702.0,393.0,706.0,86.28441342444185,4.47213595499958,4.47213595499958,6.082762530298219,1,1,0,0,818
0,R_216_60_M_04_M1_G1_C0_04.jpg,190.0,716.0,452.0,1119.0,377.0,705.0,396.0,709.0,305.0,701.0,327.0,705.0,19.1049731745428,2.8284271247461903,18.110770276274835,6.082762530298219,1,0,0,0,815
0,R_216_60_M_04_M1_G1_C0_05.jpg,168.0,740.0,418.0,1162.0,304.0,709.0,343.0,710.0,318.0,709.0,336.0,711.0,35.014282800023196,1.0,18.110770276274835,1.4142135623730951,1,1,1,1,431
0,R_216_60_M_04_M1_G1_C0_06.jpg,211.0,724.0,478.0,1124.0,388.0,707.0,443.0,712.0,356.0,704.0,367.0,710.0,55.14526271584895,3.1622776601683795,6.082762530298219,7.280109889280518,1,1,0,0,801
0,R_216_60_M_04_M1_G1_C0_07.jpg,132.0,696.0,398.0,1093.0,245.0,688.0,284.0,696.0,250.0,691.0,286.0,703.0,29.120439557122072,3.605551275463989,36.138621999185304,3.605551275463989,1,0,1,0,832
0,R_216_60_M_04_M1_G1_C0_08.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0,R_216_60_M_04_M1_G1_C0_09.jpg,160.0,680.0,463.0,1165.0,262.0,682.0,317.0,687.0,315.0,683.0,324.0,694.0,55.036351623268054,5.830951894845301,14.212670403551895,6.324555320336759,1,1,0,0,473
0,R_216_60_M_04_M1_G1_C0_10.jpg,245.0,690.0,530.0,1159.0,389.0,680.0,408.0,689.0,404.0,689.0,423.0,697.0,20.12461179749811,4.47213595499958,8.602325267042627,4.242640687119285,1,0,0,0,623
0,R_216_60_M_04_M1_G1_C0_11.jpg,271.0,689.0,540.0,1183.0,380.0,684.0,413.0,693.0,384.0,687.0,419.0,701.0,29.120439557122072,5.0,33.61547262794322,11.40175425099138,1,0,0,0,666
0,R_216_60_M_04_M1_G1_C0_12.jpg,317.0,705.0,601.0,1173.0,511.0,696.0,561.0,700.0,490.0,696.0,516.0,704.0,26.019223662515376,4.47213595499958,26.92582403567252,9.433981132056603,1,0,0,0,545
0,R_216_60_M_04_M1_G1_C0_13.jpg,183.0,672.0,495.0,1174.0,330.0,672.0,382.0,681.0,309.0,676.0,334.0,692.0,52.773099207835045,6.708203932499369,16.401219466856727,4.242640687119285,1,0,0,0,517
0,R_216_60_M_04_M1_G1_C0_14.jpg,198.0,690.0,496.0,1132.0,306.0,690.0,380.0,698.0,354.0,694.0,370.0,707.0,74.43117626371358,5.830951894845301,18.384776310850235,4.0,1,1,0,0,623
0,R_216_60_M_04_M1_G1_C0_15.jpg,212.0,684.0,506.0,1175.0,332.0,682.0,404.0,689.0,372.0,681.0,382.0,693.0,72.17340230306452,5.830951894845301,12.041594578792296,4.47213595499958,1,1,0,0,610
0,R_216_60_M_04_M1_G1_C0_16.jpg,166.0,669.0,476.0,1181.0,321.0,683.0,406.0,697.0,280.0,680.0,333.0,689.0,85.37564055396598,6.708203932499369,22.80350850198276,5.385164807134504,1,1,0,0,715
0,R_216_60_M_04_M1_G1_C0_17.jpg,211.0,695.0,482.0,1133.0,336.0,688.0,372.0,696.0,325.0,694.0,344.0,706.0,36.87817782917155,5.0,11.704699910719626,2.0,1,0,0,0,736
0,R_216_60_M_04_M1_G1_C0_18.jpg,254.0,720.0,508.0,1146.0,442.0,704.0,486.0,711.0,388.0,701.0,415.0,708.0,44.28317965096906,2.23606797749979,8.06225774829855,11.0,1,1,0,0,762
0,R_216_60_M_04_M1_G1_C0_19.jpg,114.0,706.0,382.0,1172.0,223.0,692.0,294.0,698.0,246.0,696.0,261.0,705.0,71.25307010929424,4.47213595499958,8.06225774829855,1.0,1,1,0,0,493
0,R_216_60_M_04_M1_G1_C0_20.jpg,205.0,614.0,518.0,1124.0,404.0,650.0,466.0,664.0,346.0,649.0,381.0,674.0,54.147945482723536,10.198039027185569,21.840329667841555,3.1622776601683795,1,0,0,0,695
0,R_216_60_M_05_M1_G1_C0_01.jpg,170.0,710.0,420.0,1126.0,316.0,698.0,358.0,705.0,287.0,700.0,302.0,704.0,42.1070065428546,3.605551275463989,9.848857801796104,3.605551275463989,1,1,0,0,703
0,R_216_60_M_05_M1_G1_C0_02.jpg,166.0,711.0,422.0,1121.0,307.0,699.0,346.0,706.0,252.0,697.0,302.0,704.0,39.11521443121589,4.242640687119285,50.35871324805669,7.0710678118654755,1,1,0,0,680
0,R_216_60_M_05_M1_G1_C0_03.jpg,134.0,705.0,415.0,1141.0,263.0,695.0,346.0,699.0,243.0,697.0,266.0,704.0,83.05419917138447,3.605551275463989,14.560219778561036,9.219544457292887,1,1,0,0,816
0,R_216_60_M_05_M1_G1_C0_04.jpg,260.0,658.0,534.0,1116.0,377.0,676.0,439.0,687.0,395.0,668.0,411.0,688.0,62.64982043070834,7.280109889280518,18.384776310850235,7.0,1,1,0,0,362
0,R_216_60_M_05_M1_G1_C0_05.jpg,195.0,664.0,484.0,1165.0,311.0,675.0,376.0,684.0,304.0,680.0,336.0,698.0,65.62011886609167,6.4031242374328485,24.839484696748443,5.0,1,1,0,0,544
0,R_216_60_M_05_M1_G1_C0_06.jpg,223.0,698.0,540.0,1194.0,430.0,695.0,491.0,700.0,348.0,689.0,385.0,700.0,61.00819617067857,5.0,35.90264614203248,5.656854249492381,1,1,0,0,572
0,R_216_60_M_05_M1_G1_C0_07.jpg,133.0,722.0,390.0,1152.0,302.0,705.0,354.0,710.0,282.0,704.0,310.0,710.0,52.15361924162119,2.8284271247461903,19.924858845171276,9.055385138137417,1,1,0,0,726
0,R_216_60_M_05_M1_G1_C0_08.jpg,178.0,727.0,470.0,1161.0,343.0,706.0,376.0,711.0,290.0,704.0,326.0,709.0,32.38826948140329,3.1622776601683795,14.560219778561036,6.082762530298219,1,1,0,0,612
0,R_216_60_M_05_M1_G1_C0_09.jpg,170.0,735.0,414.0,1139.0,294.0,708.0,333.0,710.0,273.0,708.0,308.0,710.0,39.05124837953327,2.23606797749979,14.142135623730951,1.4142135623730951,1,1,1,1,518
0,R_216_60_M_05_M1_G1_C0_10.jpg,121.0,718.0,370.0,1114.0,254.0,702.0,310.0,706.0,240.0,703.0,257.0,709.0,56.142675390472796,2.8284271247461903,8.48528137423857,3.0,1,1,0,0,675
0,R_216_60_M_05_M1_G1_C0_11.jpg,198.0,721.0,455.0,1130.0,361.0,707.0,411.0,713.0,331.0,705.0,346.0,709.0,50.15974481593781,3.605551275463989,11.704699910719626,4.47213595499958,1,1,0,0,775
0,R_216_60_M_05_M1_G1_C0_12.jpg,108.0,715.0,374.0,1128.0,244.0,702.0,294.0,708.0,215.0,699.0,240.0,705.0,50.24937810560445,3.605551275463989,11.661903789690601,10.04987562112089,1,1,0,0,780
0,R_216_60_M_05_M1_G1_C0_13.jpg,212.0,722.0,472.0,1124.0,380.0,707.0,418.0,712.0,318.0,705.0,337.0,709.0,38.2099463490856,2.8284271247461903,8.06225774829855,8.06225774829855,1,1,0,0,791
0,R_216_60_M_05_M1_G1_C0_14.jpg,192.0,730.0,438.0,1142.0,355.0,707.0,393.0,709.0,336.0,704.0,351.0,709.0,31.016124838541646,2.8284271247461903,12.083045973594572,1.0,1,1,1,1,741
0,R_216_60_M_05_M1_G1_C0_15.jpg,266.0,726.0,535.0,1148.0,421.0,708.0,469.0,710.0,374.0,705.0,395.0,709.0,48.0,3.605551275463989,5.0,8.06225774829855,1,1,0,0,761
0,R_216_60_M_05_M1_G1_C0_16.jpg,156.0,708.0,422.0,1133.0,277.0,696.0,329.0,699.0,261.0,696.0,273.0,703.0,52.03844732503075,2.0,12.649110640673518,2.8284271247461903,1,1,0,0,722
0,R_216_60_M_05_M1_G1_C0_17.jpg,305.0,655.0,631.0,1181.0,432.0,666.0,478.0,678.0,409.0,669.0,455.0,682.0,47.53945729601885,7.280109889280518,46.87216658103186,8.602325267042627,1,0,0,0,577
0,R_216_60_M_05_M1_G1_C0_18.jpg,202.0,710.0,469.0,1150.0,362.0,695.0,399.0,699.0,343.0,692.0,381.0,701.0,37.12142238654117,3.605551275463989,36.49657518178932,2.23606797749979,1,1,1,1,527
0,R_216_60_M_05_M1_G1_C0_19.jpg,192.0,740.0,460.0,1162.0,358.0,712.0,387.0,713.0,323.0,710.0,353.0,712.0,29.0,3.1622776601683795,12.165525060596439,2.0,1,1,0,0,682
0,R_216_60_M_05_M1_G1_C0_20.jpg,257.0,750.0,520.0,1152.0,395.0,715.0,475.0,717.0,405.0,717.0,425.0,717.0,80.00624975587844,2.23606797749979,6.0,10.0,1,1,0,0,743
0,R_216_60_M_06_M1_G1_C0_01.jpg,234.0,726.0,494.0,1149.0,366.0,705.0,391.0,707.0,344.0,706.0,375.0,709.0,19.026297590440446,1.4142135623730951,28.160255680657446,4.47213595499958,1,1,0,0,705
0,R_216_60_M_06_M1_G1_C0_02.jpg,234.0,726.0,494.0,1148.0,375.0,706.0,395.0,709.0,330.0,705.0,356.0,709.0,17.029386365926403,2.8284271247461903,19.235384061671343,3.605551275463989,1,0,0,0,720
0,R_216_60_M_06_M1_G1_C0_03.jpg,174.0,702.0,424.0,1119.0,280.0,694.0,340.0,698.0,294.0,701.0,308.0,709.0,60.03332407921454,3.605551275463989,6.324555320336759,2.23606797749979,1,1,0,0,571
0,R_216_60_M_06_M1_G1_C0_04.jpg,160.0,732.0,408.0,1154.0,325.0,709.0,385.0,714.0,279.0,707.0,313.0,710.0,60.07495318350236,2.8284271247461903,14.317821063276353,3.605551275463989,1,1,0,0,651
0,R_216_60_M_06_M1_G1_C0_05.jpg,322.0,737.0,598.0,1164.0,514.0,710.0,549.0,713.0,421.0,711.0,472.0,712.0,35.0,3.605551275463989,35.0,4.0,1,1,1,1,811
0,R_216_60_M_06_M1_G1_C0_06.jpg,79.0,652.0,366.0,1128.0,215.0,671.0,270.0,678.0,220.0,678.0,251.0,693.0,55.226805085936306,7.0,28.178005607210743,6.708203932499369,1,0,0,0,575
0,R_216_60_M_06_M1_G1_C0_07.jpg,128.0,697.0,386.0,1110.0,261.0,693.0,317.0,696.0,254.0,698.0,273.0,711.0,56.0357029044876,3.1622776601683795,13.038404810405298,2.0,1,1,0,0,773
0,R_216_60_M_06_M1_G1_C0_08.jpg,137.0,650.0,396.0,1107.0,294.0,673.0,331.0,683.0,259.0,672.0,270.0,687.0,37.21558813185679,7.280109889280518,15.556349186104045,2.8284271247461903,1,0,0,0,627
0,R_216_60_M_06_M1_G1_C0_09.jpg,75.0,698.0,334.0,1111.0,178.0,694.0,235.0,698.0,196.0,696.0,207.0,702.0,57.0087712549569,5.0,10.295630140987,5.0990195135927845,1,1,0,0,709
0,R_216_60_M_06_M1_G1_C0_10.jpg,234.0,710.0,496.0,1123.0,329.0,698.0,389.0,702.0,360.0,701.0,407.0,708.0,60.13318551349163,3.605551275463989,46.52956049652737,0.0,1,1,1,1,491
0,R_216_60_M_06_M1_G1_C0_11.jpg,173.0,702.0,436.0,1104.0,289.0,689.0,339.0,693.0,287.0,700.0,310.0,707.0,43.18564576337837,3.605551275463989,24.041630560342615,12.041594578792296,1,1,0,0,570
0,R_216_60_M_06_M1_G1_C0_12.jpg,77.0,686.0,347.0,1150.0,199.0,682.0,275.0,689.0,213.0,694.0,248.0,705.0,76.16429609731846,4.123105625617661,19.4164878389476,3.605551275463989,1,1,0,0,507
0,R_216_60_M_06_M1_G1_C0_13.jpg,209.0,698.0,469.0,1103.0,365.0,698.0,409.0,703.0,350.0,694.0,366.0,701.0,41.048751503547585,4.47213595499958,7.0710678118654755,1.4142135623730951,1,1,0,0,693
0,R_216_60_M_06_M1_G1_C0_14.jpg,286.0,736.0,560.0,1141.0,481.0,711.0,537.0,713.0,406.0,710.0,433.0,712.0,56.0,3.1622776601683795,20.024984394500787,3.1622776601683795,1,1,0,0,646
0,R_216_60_M_06_M1_G1_C0_15.jpg,98.0,715.0,342.0,1066.0,228.0,703.0,278.0,706.0,231.0,701.0,250.0,708.0,50.00999900019995,3.605551275463989,14.317821063276353,4.0,1,1,0,0,279
0,R_216_60_M_06_M1_G1_C0_16.jpg,86.0,710.0,334.0,1097.0,235.0,704.0,285.0,710.0,214.0,699.0,231.0,708.0,50.15974481593781,4.242640687119285,9.055385138137417,11.045361017187261,1,1,0,0,686
0,R_216_60_M_06_M1_G1_C0_17.jpg,324.0,660.0,633.0,1127.0,472.0,673.0,530.0,688.0,481.0,675.0,496.0,691.0,59.43904440685432,6.324555320336759,17.804493814764857,2.23606797749979,1,1,0,0,439
