,file_name,face_pt1_x_pos,face_pt1_y_pos,face_pt2_x_pos,face_pt2_y_pos,left_eye_pt1_x_pos,left_eye_pt1_y_pos,left_eye_pt2_x_pos,left_eye_pt2_y_pos,right_eye_pt1_x_pos,right_eye_pt1_y_pos,right_eye_pt2_x_pos,right_eye_pt2_y_pos,left_eye_horizontal,left_eye_vertical,right_eye_horizontal,right_eye_vertical,face_detection,left_eye_close,right_eye_close,result_close,face_confidence,target_face_pt1_x_pos,target_face_pt1_y_pos,target_face_pt2_x_pos,target_face_pt2_y_pos,target_left_eye_pt1_x_pos,target_left_eye_pt1_y_pos,target_left_eye_pt2_x_pos,target_left_eye_pt2_y_pos,target_right_eye_pt1_x_pos,target_right_eye_pt1_y_pos,target_right_eye_pt2_x_pos,target_right_eye_pt2_y_pos,exist_mask,exist_glasses,face_visible,left_eye_visible,left_eye_opened,right_eye_visible,right_eye_opened
0,R_216_60_M_02_M0_G1_C0_04.jpg,260,645,565,1103,406,676,468,691,402,675,435,700,63.34824386,7.280109889,35.35533906,4.123105626,1,1,1,1,868,216.46,731.5,573.63,1088.67,339.95,794.19,402.64,847.39,480.54,794.19,537.53,851.19,0,1,1,1,1,1,1
0,R_216_60_M_02_M0_G1_C0_05.jpg,186,667,464,1086,337,685,374,692,316,684,347,697,37.21558813,5.385164807,12.16552506,0,1,0,1,0,868,153.77,737.2,486.24,1105.76,229.76,809.39,298.15,849.29,370.35,797.99,427.3,841.69,0,1,1,1,1,1,1
0,R_216_60_M_02_M0_G1_C0_06.jpg,147,689,410,1062,261,693,295,698,289,693,301,707,17.4642492,5,15,4,1,0,0,0,848,106.27,763.8,434.94,1065.87,184.41,809.77,251.7,844.07,309.75,808.45,383.63,834.83,0,1,1,1,1,1,1
0,R_216_60_M_02_M0_G1_C0_07.jpg,179,717,459,1119,324,702,387,708,326,697,339,702,63.28506933,4.242640687,10.29563014,5.385164807,1,1,0,0,823,148.07,769.5,478.64,1122.86,279.15,841.69,349.45,883.49,400.74,849.29,452.04,896.78,0,1,1,1,0,1,0
0,R_216_60_M_02_M0_G1_C0_08.jpg,196,714,475,1124,350,699,415,706,326,701,353,708,65.19202405,4.242640687,16.55294536,9.055385138,1,1,0,0,838,172.76,775.2,490.03,1126.66,301.95,847.39,357.05,879.69,414.04,856.89,459.64,898.68,0,1,1,1,1,1,1
0,R_216_60_M_02_M0_G1_C0_09.jpg,179,684,440,1090,316,687,350,693,303,686,315,699,21.58703314,5.830951895,7.071067812,5,1,0,0,0,801,153.77,752.4,469.14,1096.26,224.06,817,282.95,856.89,358.95,822.69,404.54,856.89,0,1,1,1,0,1,0
0,R_216_60_M_02_M0_G1_C0_10.jpg,320,677,602,1103,421,679,465,686,462,681,488,695,44.40720662,5.385164807,18.78829423,5.830951895,1,0,0,0,858,286.75,746.7,628.72,1094.37,425.44,803.69,486.23,845.49,547.03,832.19,586.92,864.49,0,1,1,1,1,1,1
0,R_216_60_M_02_M0_G1_C0_11.jpg,328,688,586,1100,425,684,462,690,422,687,452,697,37.48332963,4.123105626,17.49285568,6.08276253,1,1,0,0,821,301.95,746.7,619.22,1094.37,450.14,794.19,514.73,847.39,556.53,845.49,596.42,889.18,0,1,1,1,1,1,0
0,R_216_60_M_02_M0_G1_C0_12.jpg,57,706,324,1170,172,692,209,698,179,695,201,705,31.57530681,3.605551275,12.80624847,12.16552506,1,1,0,0,237,1.78,769.5,300.05,1136.16,0,0,0,0,49.28,849.29,110.07,887.28,0,1,1,0,0,1,0
0,R_216_60_M_02_M0_G1_C0_13.jpg,154,671,431,1090,287,685,315,692,251,683,309,696,5.099019514,5.830951895,59.03388857,6.708203932,1,0,1,0,836,117.67,750.5,459.64,1113.36,218.36,801.79,288.65,858.79,343.75,816.99,395.04,854.99,0,1,1,1,1,1,1
0,R_216_60_M_02_M0_G1_C0_14.jpg,193,716,464,1114,337,700,375,702,332,703,368,706,38.05259518,3.605551275,11.18033989,5.099019514,1,1,0,0,596,186.06,765.7,505.23,1113.36,205.06,826.49,233.56,864.49,281.05,832.19,343.75,868.29,0,1,1,1,0,1,1
0,R_216_60_M_02_M0_G1_C0_15.jpg,176,694,430,1039,286,695,353,701,307,693,333,703,67.0298441,3.605551275,25.29822128,4.123105626,1,1,0,0,834,163.27,741,440.64,1067.77,233.56,780.89,290.55,832.19,345.65,803.69,396.94,845.49,0,1,1,1,1,1,1
0,R_216_60_M_02_M0_G1_C0_16.jpg,226,712,493,1092,344,700,391,703,363,699,375,707,47.09564736,2.236067977,12.80624847,2.236067977,1,1,0,0,744,195.56,765.7,509.03,1088.67,274.71,828.46,324.05,864.55,400.74,828.39,444.44,858.79,0,1,1,1,0,1,1
0,R_216_60_M_02_M0_G1_C0_17.jpg,166,680,436,1098,276,683,325,691,304,687,312,700,49.64876635,4,11,5.099019514,1,1,0,0,778,127.23,760.19,456.53,1089.49,230.14,823.51,293.47,863.09,353.63,820.35,401.12,856.76,0,1,1,1,1,1,1
0,R_216_60_M_02_M0_G1_C0_18.jpg,265,707,521,1095,380,697,445,701,383,700,394,709,65.12296062,3.605551275,14.2126704,2,1,1,0,0,826,220.26,761.9,543.23,1094.36,374.15,818.89,434.94,860.69,478.64,837.89,509.03,879.69,0,1,1,1,1,1,1
0,R_216_60_M_02_M0_G1_C0_19.jpg,270,715,534,1124,412,702,472,705,385,702,418,707,60.03332408,3.605551275,16.4924225,2.236067977,1,1,0,0,868,222.16,801.79,571.73,1120.96,313.35,849.29,402.64,887.28,440.64,847.39,510.93,889.18,0,1,1,1,1,1,1
0,R_216_60_M_02_M0_G1_C0_20.jpg,125,595,430,1061,221,673,269,702,266,666,300,694,56.08029957,3.605551275,39.59797975,7.211102551,1,1,0,0,836,102.47,680.21,457.74,1060.17,184.16,741,262.06,799.89,328.55,756.2,391.24,797.99,0,1,1,1,1,1,1
0,R_216_60_M_03_M0_G1_C0_01.jpg,78,497,414,1055,198,661,237,697,234,633,262,690,46.86149806,5,63.50590524,8.062257748,1,1,0,0,739,49.28,640.31,425.44,1039.27,153.77,691.61,231.66,765.7,301.95,714.4,362.75,763.8,0,1,1,1,1,1,1
0,R_216_60_M_03_M0_G1_C0_02.jpg,77,497,414,1056,190,679,229,707,195,615,287,684,43.27817002,3.16227766,115,3,1,1,1,1,750,45.48,619.41,433.04,1031.67,155.67,703,220.26,737.2,300.05,722,376.05,761.9,0,1,1,1,1,1,1
0,R_216_60_M_03_M0_G1_C0_03.jpg,233,669,524,1103,374,676,433,684,373,678,393,690,56.56854249,4.472135955,11.3137085,5.385164807,1,1,0,0,829,216.46,742.9,533.73,1092.47,296.25,801.79,358.95,849.29,438.74,822.69,495.73,870.19,0,1,1,1,1,1,1
0,R_216_60_M_03_M0_G1_C0_04.jpg,180,651,463,1086,322,682,361,694,311,670,335,690,37.64306045,7.211102551,31.2409987,1.414213562,1,0,1,0,854,149.97,735.3,490.03,1086.77,225.96,807.49,288.65,841.69,358.95,788.5,406.44,826.49,0,1,1,1,1,1,1
0,R_216_60_M_03_M0_G1_C0_05.jpg,207,666,488,1089,357,684,394,690,327,682,365,699,37.05401463,5.385164807,29.15475947,3.16227766,1,0,1,0,873,191.76,756.2,505.23,1103.86,260.16,807.49,324.75,839.79,391.24,813.19,457.74,849.29,0,1,1,1,1,1,1
0,R_216_60_M_03_M0_G1_C0_06.jpg,136,660,414,1103,287,679,341,688,244,681,272,694,48.50773134,7.071067812,11.18033989,4.242640687,1,0,0,0,866,108.17,756.2,434.94,1092.46,187.96,816.99,239.26,847.39,309.55,818.89,387.44,851.19,0,1,1,1,1,1,1
0,R_216_60_M_03_M0_G1_C0_07.jpg,283,682,564,1083,443,692,525,700,403,688,434,705,82.0548597,4.472135955,34.43835072,2,1,1,1,1,824,254.46,742.9,577.43,1092.47,339.95,803.69,410.24,845.49,471.04,826.49,539.43,868.29,0,1,1,1,1,1,1
0,R_216_60_M_03_M0_G1_C0_08.jpg,222,704,494,1122,343,692,387,696,354,696,371,705,36.22154055,3.605551275,9,6.08276253,1,1,0,0,795,197.46,779,518.53,1111.46,243.06,839.79,300.05,883.49,368.45,837.89,440.64,889.18,0,1,1,1,1,1,1
0,R_216_60_M_03_M0_G1_C0_09.jpg,270,691,544,1104,454,696,529,704,425,696,445,706,75.16648189,5,15.62049935,3,1,1,0,0,813,258.26,752.4,562.23,1088.67,315.25,809.39,381.74,849.29,438.74,828.39,505.23,877.79,0,1,1,1,1,1,1
0,R_216_60_M_03_M0_G1_C0_10.jpg,138,690,399,1087,284,685,328,694,282,692,293,706,44.91102315,4.242640687,12.80624847,3,1,1,0,0,868,121.47,752.4,429.24,1107.66,159.47,822.69,233.56,873.99,288.65,803.69,343.75,847.39,0,1,1,1,1,1,1
0,R_216_60_M_03_M0_G1_C0_11.jpg,182,690,438,1084,335,694,369,699,281,683,308,693,34.13209633,5,21.58703314,2.828427125,1,0,0,0,812,159.47,765.7,463.44,1105.76,201.26,826.49,275.35,872.1,336.15,816.99,402.64,847.39,0,1,1,1,0,1,1
0,R_216_60_M_03_M0_G1_C0_12.jpg,180,695,429,1086,297,691,337,698,303,695,326,706,40.60788101,4.123105626,25.07987241,5,1,1,0,0,791,146.17,773.3,452.04,1077.27,203.16,822.69,273.45,866.39,328.55,813.19,393.14,851.19,0,1,1,1,1,1,1
0,R_216_60_M_03_M0_G1_C0_13.jpg,59,699,336,1158,214,686,244,697,191,694,210,704,23.70653918,5,8.602325267,3.605551275,1,0,0,0,739,32.18,782.8,362.75,1151.36,60.67,885.38,110.07,936.68,163.27,860.69,235.46,898.68,0,1,1,1,1,1,1
0,R_216_60_M_03_M0_G1_C0_14.jpg,239,721,502,1091,400,707,462,711,387,705,399,709,62.00806399,2.828427125,5,1,1,1,0,0,828,231.66,779,514.73,1111.46,290.55,826.49,362.75,860.69,414.04,856.89,465.34,896.78,0,1,1,1,1,1,1
0,R_216_60_M_03_M0_G1_C0_15.jpg,261,734,528,1114,431,710,468,712,398,711,408,713,37.01351105,3.16227766,4.472135955,7,1,1,0,0,864,248.76,784.7,543.23,1111.46,324.75,837.89,396.94,883.49,433.04,879.69,514.73,915.78,0,1,1,1,1,1,1
0,R_216_60_M_03_M0_G1_C0_16.jpg,190,732,447,1118,317,708,365,710,305,709,335,711,48,1.414213562,18.02775638,1,1,1,1,1,863,172.76,792.29,472.94,1117.16,237.36,841.69,301.95,885.39,355.15,870.19,415.94,902.48,0,1,1,1,1,1,1
0,R_216_60_M_03_M0_G1_C0_17.jpg,155,734,400,1124,274,709,318,711,248,711,266,712,22,2.828427125,16,0,1,0,1,0,871,129.07,807.49,423.54,1141.86,193.66,854.99,241.16,892.98,298.15,870.19,368.45,904.38,0,1,1,1,1,1,1
0,R_216_60_M_03_M0_G1_C0_18.jpg,233,734,494,1123,367,711,416,712,357,709,389,710,49,3.16227766,32.01562119,3,1,1,1,1,849,224.06,801.79,491.93,1113.36,292.45,851.19,357.05,898.68,404.54,883.49,457.74,917.68,0,1,1,1,1,1,1
0,R_216_60_M_03_M0_G1_C0_19.jpg,234,757,482,1129,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,806,216.46,813.19,490.03,1126.66,277.25,875.89,347.55,898.68,396.94,904.38,450.14,930.98,0,1,1,1,0,1,0
0,R_216_60_M_03_M0_G1_C0_20.jpg,130,674,428,1137,293,683,374,693,279,678,291,694,81.39410298,5.385164807,16.2788206,9.219544457,1,1,0,0,824,110.07,763.8,444.44,1107.66,172.76,830.29,233.56,866.39,296.25,828.39,377.94,864.49,0,1,1,1,1,1,1
0,R_216_60_M_04_M1_G1_C0_01.jpg,161,714,404,1126,282,698,330,702,298,699,315,705,38.11823711,3.16227766,13.92838828,2,1,1,0,0,686,125.27,792.29,425.44,1139.96,195.56,845.49,256.36,877.79,315.25,839.79,368.44,875.89,1,1,1,1,1,1,1
0,R_216_60_M_04_M1_G1_C0_02.jpg,164,720,401,1120,281,707,331,710,277,703,298,707,50.009999,2.828427125,8.062257748,1.414213562,1,1,0,0,701,129.07,794.19,433.04,1107.66,193.66,832.19,258.26,875.89,319.05,847.39,368.45,873.99,1,1,1,1,1,1,1
0,R_216_60_M_04_M1_G1_C0_03.jpg,244,714,507,1112,394,705,480,713,377,702,393,706,86.28441342,4.472135955,4.472135955,6.08276253,1,1,0,0,818,229.76,792.29,528.03,1111.46,292.45,835.99,353.25,868.29,415.94,849.29,476.74,875.89,1,1,1,1,1,1,1
0,R_216_60_M_04_M1_G1_C0_04.jpg,190,716,452,1119,377,705,396,709,305,701,327,705,19.10497317,2.828427125,18.11077028,6.08276253,1,0,0,0,815,153.77,784.7,490.03,1111.46,250.66,835.99,307.65,868.29,377.94,853.1,434.94,887.29,1,1,1,1,1,1,1
0,R_216_60_M_04_M1_G1_C0_05.jpg,168,740,418,1162,304,709,343,710,318,709,336,711,35.0142828,1,18.11077028,1.414213562,1,1,1,1,431,144.27,803.69,442.54,1172.26,0,0,0,0,212.66,868.29,271.56,921.48,1,1,1,0,0,1,0
0,R_216_60_M_04_M1_G1_C0_06.jpg,211,724,478,1124,388,707,443,712,356,704,367,710,55.14526272,3.16227766,6.08276253,7.280109889,1,1,0,0,801,187.96,792.29,507.13,1126.66,300.05,839.79,357.05,875.89,412.14,849.29,461.54,879.69,1,1,1,1,1,1,1
0,R_216_60_M_04_M1_G1_C0_07.jpg,132,696,398,1093,245,688,284,696,250,691,286,703,29.12043956,3.605551275,36.138622,3.605551275,1,0,1,0,832,108.17,765.7,425.44,1098.16,205.06,818.89,260.16,854.99,309.55,813.19,376.04,849.29,1,1,1,1,1,1,1
0,R_216_60_M_04_M1_G1_C0_08.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.07,779,400.74,1126.66,115.77,845.49,149.97,875.89,193.66,835.99,267.75,870.19,1,1,1,1,0,1,1
0,R_216_60_M_04_M1_G1_C0_09.jpg,160,680,463,1165,262,682,317,687,315,683,324,694,55.03635162,5.830951895,14.2126704,6.32455532,1,1,0,0,473,140.47,760,497.63,1164.66,320.95,826.49,381.74,873.99,423.54,854.99,476.73,887.29,1,1,1,1,1,1,0
0,R_216_60_M_04_M1_G1_C0_10.jpg,245,690,530,1159,389,680,408,689,404,689,423,697,20.1246118,4.472135955,8.602325267,4.242640687,1,0,0,0,623,239.26,771.4,554.63,1136.16,381.74,813.19,438.74,856.89,499.53,849.29,535.63,877.79,1,1,1,1,1,1,1
0,R_216_60_M_04_M1_G1_C0_11.jpg,271,689,540,1183,380,684,413,693,384,687,419,701,29.12043956,5,33.61547263,11.40175425,1,0,0,0,666,273.46,780.89,573.63,1200.75,425.44,856.89,497.63,894.88,507.13,875.89,545.13,904.38,1,1,1,1,1,1,0
0,R_216_60_M_04_M1_G1_C0_12.jpg,317,705,601,1173,511,696,561,700,490,696,516,704,26.01922366,4.472135955,26.92582404,9.433981132,1,0,0,0,545,309.55,769.5,619.22,1113.36,459.64,807.49,509.03,847.39,566.03,839.79,613.52,885.39,1,1,1,1,1,1,0
0,R_216_60_M_04_M1_G1_C0_13.jpg,183,672,495,1174,330,672,382,681,309,676,334,692,52.77309921,6.708203932,16.40121947,4.242640687,1,0,0,0,517,201.26,750.5,535.63,1132.36,358.95,801.79,419.74,841.69,467.24,828.39,505.23,864.49,1,1,1,1,1,1,1
0,R_216_60_M_04_M1_G1_C0_14.jpg,198,690,496,1132,306,690,380,698,354,694,370,707,74.43117626,5.830951895,18.38477631,4,1,1,0,0,623,186.06,756.2,524.23,1149.46,311.45,811.29,366.55,841.69,440.64,818.89,490.03,856.89,1,1,1,1,1,1,1
0,R_216_60_M_04_M1_G1_C0_15.jpg,212,684,506,1175,332,682,404,689,372,681,382,693,72.1734023,5.830951895,12.04159458,4.472135955,1,1,0,0,610,186.06,769.5,545.13,1193.15,260.16,826.49,320.95,870.19,387.44,849.29,461.54,889.18,1,1,1,1,1,1,1
0,R_216_60_M_04_M1_G1_C0_16.jpg,166,669,476,1181,321,683,406,697,280,680,333,689,85.37564055,6.708203932,22.8035085,5.385164807,1,1,0,0,715,146.17,773.3,505.23,1162.76,267.75,835.99,315.25,877.79,385.54,845.49,450.14,879.69,1,1,1,1,1,1,1
0,R_216_60_M_04_M1_G1_C0_17.jpg,211,695,482,1133,336,688,372,696,325,694,344,706,36.87817783,5,11.70469991,2,1,0,0,0,736,184.16,769.5,499.53,1111.46,252.56,826.49,328.55,868.29,383.64,830.29,444.44,868.29,1,1,1,1,1,1,1
0,R_216_60_M_04_M1_G1_C0_18.jpg,254,720,508,1146,442,704,486,711,388,701,415,708,44.28317965,2.236067977,8.062257748,11,1,1,0,0,762,231.66,794.19,543.23,1143.76,292.45,849.29,362.75,894.88,410.24,856.89,478.64,892.99,1,1,1,1,1,1,1
0,R_216_60_M_04_M1_G1_C0_19.jpg,114,706,382,1172,223,692,294,698,246,696,261,705,71.25307011,4.472135955,8.062257748,1,1,1,0,0,493,100.57,782.8,421.64,1143.76,157.57,868.29,205.06,896.78,271.56,839.79,336.15,875.89,1,1,1,1,1,1,1
0,R_216_60_M_04_M1_G1_C0_20.jpg,205,614,518,1124,404,650,466,664,346,649,381,674,54.14794548,10.19803903,21.84032967,3.16227766,1,0,0,0,695,182.26,712.5,528.03,1120.96,262.06,773.3,328.55,813.19,410.24,779,472.94,822.69,1,1,1,1,1,1,1
0,R_216_60_M_05_M1_G1_C0_01.jpg,170,710,420,1126,316,698,358,705,287,700,302,704,42.10700654,3.605551275,9.848857802,3.605551275,1,1,0,0,703,134.77,780.89,461.54,1126.66,225.96,841.69,281.05,877.79,345.65,845.49,395.04,877.79,1,1,1,1,1,1,1
0,R_216_60_M_05_M1_G1_C0_02.jpg,166,711,422,1121,307,699,346,706,252,697,302,704,39.11521443,4.242640687,50.35871325,7.071067812,1,1,0,0,680,146.17,788.5,450.14,1113.36,216.46,851.2,273.46,887.28,330.45,839.79,387.44,873.99,1,1,1,1,1,1,1
0,R_216_60_M_05_M1_G1_C0_03.jpg,134,705,415,1141,263,695,346,699,243,697,266,704,83.05419917,3.605551275,14.56021978,9.219544457,1,1,0,0,816,102.47,775.2,438.74,1145.66,222.16,830.29,281.05,868.29,349.45,849.29,393.14,889.18,1,1,1,1,1,1,1
0,R_216_60_M_05_M1_G1_C0_04.jpg,260,658,534,1116,377,676,439,687,395,668,411,688,62.64982043,7.280109889,18.38477631,7,1,1,0,0,362,252.56,727.7,592.62,1136.16,414.04,782.8,459.64,828.39,505.23,811.29,560.33,847.39,1,1,1,1,1,1,0
0,R_216_60_M_05_M1_G1_C0_05.jpg,195,664,484,1165,311,675,376,684,304,680,336,698,65.62011887,6.403124237,24.8394847,5,1,1,0,0,544,157.57,752.4,514.73,1170.36,225.96,830.29,292.45,868.29,368.45,830.29,434.94,866.39,1,1,1,1,0,1,0
0,R_216_60_M_05_M1_G1_C0_06.jpg,223,698,540,1194,430,695,491,700,348,689,385,700,61.00819617,5,35.90264614,5.656854249,1,1,0,0,572,225.96,763.8,558.43,1153.26,260.16,830.29,324.75,868.29,377.94,839.79,421.64,887.29,1,1,1,1,0,1,0
0,R_216_60_M_05_M1_G1_C0_07.jpg,133,722,390,1152,302,705,354,710,282,704,310,710,52.15361924,2.828427125,19.92485885,9.055385138,1,1,0,0,726,102.47,790.39,421.64,1168.46,168.96,851.19,244.96,896.78,300.05,860.69,358.95,904.38,1,1,1,1,1,1,1
0,R_216_60_M_05_M1_G1_C0_08.jpg,178,727,470,1161,343,706,376,711,290,704,326,709,32.38826948,3.16227766,14.56021978,6.08276253,1,1,0,0,612,157.57,784.7,499.53,1179.86,205.06,845.49,250.66,887.29,309.55,845.49,366.55,883.49,1,1,1,1,1,1,1
0,R_216_60_M_05_M1_G1_C0_09.jpg,170,735,414,1139,294,708,333,710,273,708,308,710,39.05124838,2.236067977,14.14213562,1.414213562,1,1,1,1,518,149.97,807.49,440.64,1149.46,204.86,874.41,259.83,901.9,326.9,865.62,374.17,893.1,1,1,1,1,1,1,1
0,R_216_60_M_05_M1_G1_C0_10.jpg,121,718,370,1114,254,702,310,706,240,703,257,709,56.14267539,2.828427125,8.485281374,3,1,1,0,0,675,91.07,784.7,412.14,1124.76,156.36,845.36,230.77,877.03,276.68,831.11,347.93,869.11,1,1,1,1,1,1,1
